tid,attribute,correct_val
4350,stadium,Sporting_Park
4350,season,2011
4350,manager,Anupam_Oxenboll
4351,name,Martii_Mischa
4351,surname,Matyska
4351,birthyear,1978
4351,birthplace,Pasco
4351,position,Midfield
4351,team,Sport_Club_Internacional
4351,city,Montreal
4351,stadium,King_Power_Stadium
4351,season,2011
4351,manager,Berardo_Gerber
4352,name,Hongsing_Marla
4352,surname,Kubicka
4352,birthyear,1993
4352,birthplace,Barcelona
4352,position,Goalkeeper
4352,team,Montpellier_HSC
4352,city,Recife
4352,stadium,Stade_Velodrome
4352,season,2013
4352,manager,Bernando_Jesus
4353,name,Behcet_Liu
4353,surname,Tomii
4353,birthyear,1991
4353,birthplace,Myrtle
4353,position,Forward
4353,team,FC_Midtjylland
4353,city,Houston
4353,stadium,Stade_Louis_II
4353,season,2011
4353,manager,Mattan_Edelhoff
4354,name,Izak_Monte
4354,surname,Mattison
4354,birthyear,1992
4354,birthplace,Budapest
4354,position,Midfield
4354,team,FC_Kaiserslautern
4354,city,Munich
4354,stadium,Stadio_Olimpico
4354,season,2012
4354,manager,Atsufumi_Comparetto
4355,name,Yooichi_Hemant
4355,surname,Valette
4355,birthyear,1976
4355,birthplace,Amarillo
4355,position,Goalkeeper
4355,team,Boavista_F.C.
4355,city,Naples
4355,stadium,Veltins-Arena
4355,season,2014
4355,manager,Piera_Faustini
4356,name,Dallas_Chongkye
4356,surname,Timkovsky
4356,birthyear,1988
4356,birthplace,Panama
4356,position,Forward
4356,team,Wolverhampton_Wanderers_Football_Club
4356,city,Glasgow
4356,stadium,Emirates_Stadium
4356,season,2012
4356,manager,Zhouhui_Rubio
4357,name,Sangjin_Martin
4357,surname,Sezan
4357,birthyear,1985
4357,birthplace,Lisbon
4357,position,Defender
4357,team,Clube_de_Regatas_do_Flamengo
4357,city,Rio_de_Janeiro
4357,stadium,Stadio_Olimpico
4357,season,2013
4357,manager,Jeremy_Cantu
4358,name,Nicol_Kathrin
4358,surname,Badache
4358,birthyear,1994
4358,birthplace,Key
4358,position,Forward
4358,team,Lille_OSC
4358,city,Munich
4358,stadium,Allianz_Arena_Olympic_Stadium_Munich
4358,season,2010
4358,manager,Robert_Lally
4359,name,Martii_Mischa
4359,surname,Matyska
4359,birthyear,1978
4359,birthplace,Pasco
4359,position,Goalkeeper
4359,team,The_New_Saints_F.C.
4359,city,Arlington
4359,stadium,Parc_des_Princes
4359,season,2012
4359,manager,Mayan_Tautenhahn
4360,name,Errol_Cetin
4360,surname,Fabrizio
4360,birthyear,1978
4360,birthplace,Shreveport
4360,position,Midfield
4360,team,P.a.o.k_Fc
4360,city,Tokyo
4360,stadium,BMO_Field
4360,season,2012
4360,manager,Xiaomin_Saoudi
4361,name,Pitro_Melek
4361,surname,Poulin
4361,birthyear,1975
4361,birthplace,Buffalo
4361,position,Midfield
4361,team,FC_Kaiserslautern
4361,city,Munich
4361,stadium,Stadio_Olimpico
4361,season,2012
4361,manager,Atsufumi_Comparetto
4362,name,Slawomir_Wanli
4362,surname,Bertsekas
4362,birthyear,1996
4362,birthplace,Valdosta
4362,position,Forward
4362,team,A.C._Perugia_Calcio
4362,city,Solna
4362,stadium,Donbass_Arena
4362,season,2014
4362,manager,Nabih_Rios
4363,name,Omer_Ponnarasu
4363,surname,Savaria
4363,birthyear,1976
4363,birthplace,Vancouver
4363,position,Midfield
4363,team,FC_Dinamo_Bucuresti
4363,city,Hamburg
4363,stadium,Amsterdam_Arena
4363,season,2013
4363,manager,Mattan_Edelhoff
4364,name,Jami_Waqar
4364,surname,Longobardi
4364,birthyear,1988
4364,birthplace,Aguascalientes
4364,position,Midfield
4364,team,The_New_Saints_F.C.
4364,city,Arlington
4364,stadium,Parc_des_Princes
4364,season,2012
4364,manager,Mayan_Tautenhahn
4365,name,Cherri_Toshiaki
4365,surname,Musselman
4365,birthyear,1984
4365,birthplace,Valdosta
4365,position,Goalkeeper
4365,team,The_New_Saints_F.C.
4365,city,London
4365,stadium,Santiago_Bernabeu_Stadium
4365,season,2012
4365,manager,Mayan_Tautenhahn
4366,name,Ruck_Williams
4366,surname,Leenaerts
4366,birthyear,1995
4366,birthplace,Nice
4366,position,Midfield
4366,team,Grasshopper_Club_Zurich
4366,city,Moscow
4366,stadium,Gerhard_Hanappi_Stadium
4366,season,2015
4366,manager,Olavi_Gurd
4367,name,Behcet_Liu
4367,surname,Tomii
4367,birthyear,1991
4367,birthplace,Myrtle
4367,position,Midfield
4367,team,ACF_Fiorentina
4367,city,Hamburg
4367,stadium,King_Power_Stadium
4367,season,2013
4367,manager,Amandio_Klosowski
4368,name,Nedo_Sudarshan
4368,surname,Waldherr
4368,birthyear,1985
4368,birthplace,Sarasota
4368,position,Defender
4368,team,A.C._Perugia_Calcio
4368,city,Solna
4368,stadium,Donbass_Arena
4368,season,2014
4368,manager,Nabih_Rios
4369,name,Behcet_Liu
4369,surname,Tomii
4369,birthyear,1991
4369,birthplace,Myrtle
4369,position,Forward
4369,team,FC_Midtjylland
4369,city,Houston
4369,stadium,Stade_Louis_II
4369,season,2011
4369,manager,Mattan_Edelhoff
4370,name,Zengping_Alissa
4370,surname,Touretzky
4370,birthyear,1983
4370,birthplace,Roanoke
4370,position,Goalkeeper
4370,team,Tianjin_Teda_F.C.
4370,city,Cardiff
4370,stadium,Estadio_da_Luz
4370,season,2014
4370,manager,Ahsan_Kliger
4371,name,Sahrah_Kimon
4371,surname,Muluszynski
4371,birthyear,1991
4371,birthplace,Gainesville
4371,position,Midfield
4371,team,Valencia_CF
4371,city,London
4371,stadium,Santiago_Bernabeu_Stadium
4371,season,2011
4371,manager,Vagan_Smallwood
4372,name,Lundy_Bharathi
4372,surname,Remp
4372,birthyear,1979
4372,birthplace,Elko
4372,position,Forward
4372,team,S.C._Braga
4372,city,Gelsenkirchen
4372,stadium,Sporting_Park
4372,season,2011
4372,manager,Anupam_Oxenboll
4373,name,Petko_Maogang
4373,surname,Usha
4373,birthyear,1986
4373,birthplace,Nice
4373,position,Defender
4373,team,P.a.o.k_Fc
4373,city,Brasilia
4373,stadium,King_Power_Stadium
4373,season,2012
4373,manager,Sreenivas_Wohr
4374,name,Sangjin_Martin
4374,surname,Sezan
4374,birthyear,1985
4374,birthplace,Lisbon
4374,position,Midfield
4374,team,New_York_Red_Bulls
4374,city,Solna
4374,stadium,Allianz_Arena_Olympic_Stadium_Munich
4374,season,2011
4374,manager,Atsuyuki_Jayaprakash
4375,name,Tayloe_Erven
4375,surname,Gewali
4375,birthyear,1980
4375,birthplace,Dakar
4375,position,Defender
4375,team,Seattle_Sounders
4375,city,Dortmund
4375,stadium,Stadio_San_Paolo
4375,season,2013
4375,manager,Nabih_Rios
4376,name,Yookun_Apostol
4376,surname,Benn
4376,birthyear,1984
4376,birthplace,Los
4376,position,Midfield
4376,team,Aalborg_Boldspilklub
4376,city,London
4376,stadium,Anfield
4376,season,2014
4376,manager,Rosangela_Ketz
4377,name,Luitpold_Avra
4377,surname,Guyton
4377,birthyear,1981
4377,birthplace,Des
4377,position,Goalkeeper
4377,team,Valencia_CF
4377,city,Montevideo
4377,stadium,Constant_Vanden_Stock_Stadium
4377,season,2011
4377,manager,Veit_Luks
4378,name,Djimitri_Gabriela
4378,surname,Miike
4378,birthyear,1990
4378,birthplace,Nashville
4378,position,Defender
4378,team,ACF_Fiorentina
4378,city,Hamburg
4378,stadium,King_Power_Stadium
4378,season,2013
4378,manager,Suranjan_Sakurai
4379,name,Daisy_Ryotaro
4379,surname,Felciano
4379,birthyear,1976
4379,birthplace,Milan
4379,position,Midfield
4379,team,Valencia_CF
4379,city,Montevideo
4379,stadium,Constant_Vanden_Stock_Stadium
4379,season,2011
4379,manager,Veit_Luks
4380,name,Toshiro_Ryouichi
4380,surname,Nekvinda
4380,birthyear,1976
4380,birthplace,Great
4380,position,Midfield
4380,team,FC_Midtjylland
4380,city,Houston
4380,stadium,Stade_Louis_II
4380,season,2011
4380,manager,Mattan_Edelhoff
4381,name,Sangjin_Martin
4381,surname,Sezan
4381,birthyear,1985
4381,birthplace,Lisbon
4381,position,Midfield
4381,team,New_York_Red_Bulls
4381,city,Solna
4381,stadium,Allianz_Arena_Olympic_Stadium_Munich
4381,season,2011
4381,manager,Atsuyuki_Jayaprakash
4382,name,Xiaocheng_Beth
4382,surname,Guerriero
4382,birthyear,1980
4382,birthplace,Harrisburg
4382,position,Forward
4382,team,Boavista_F.C.
4382,city,Naples
4382,stadium,Veltins-Arena
4382,season,2015
4382,manager,Duckyoung_Padhye
4383,name,Petko_Maogang
4383,surname,Usha
4383,birthyear,1986
4383,birthplace,Nice
4383,position,Midfield
4383,team,Wolverhampton_Wanderers_Football_Club
4383,city,Glasgow
4383,stadium,Emirates_Stadium
4383,season,2013
4383,manager,Sigenobu_Bodagala
4384,name,Shunge_Wop
4384,surname,Latch
4384,birthyear,1982
4384,birthplace,Guatemala
4384,position,Midfield
4384,team,Valencia_CF
4384,city,Montevideo
4384,stadium,Constant_Vanden_Stock_Stadium
4384,season,2011
4384,manager,Vagan_Smallwood
4385,name,Chase_Jed
4385,surname,Pascual
4385,birthyear,1984
4385,birthplace,Caracas
4385,position,Midfield
4385,team,VfL_Wolfsburg
4385,city,Solna
4385,stadium,Allianz_Arena_Olympic_Stadium_Munich
4385,season,2011
4385,manager,Atsufumi_Comparetto
4386,name,Drago_Slava
4386,surname,Rael
4386,birthyear,1995
4386,birthplace,Dakar
4386,position,Goalkeeper
4386,team,Juventus
4386,city,Salvador
4386,stadium,BMO_Field
4386,season,2015
4386,manager,Sigenobu_Bodagala
4387,name,Ryoichi_Ilan
4387,surname,Togni
4387,birthyear,1992
4387,birthplace,Vienna
4387,position,Midfield
4387,team,Juventus
4387,city,Salvador
4387,stadium,BMO_Field
4387,season,2012
4387,manager,IlYoung_Giese
4388,name,Athushi_Belli
4388,surname,Gull
4388,birthyear,1977
4388,birthplace,Key
4388,position,Defender
4388,team,A.C._Perugia_Calcio
4388,city,Solna
4388,stadium,Donbass_Arena
4388,season,2014
4388,manager,Nabih_Rios
4389,name,Gang_Vivekananda
4389,surname,Hofstetter
4389,birthyear,1983
4389,birthplace,Mobile
4389,position,Midfield
4389,team,ACF_Fiorentina
4389,city,Hamburg
4389,stadium,King_Power_Stadium
4389,season,2014
4389,manager,Aiqun_Levergood
4390,name,Yuiko_Adele
4390,surname,Gnutzmann
4390,birthyear,1993
4390,birthplace,Beaumont
4390,position,Forward
4390,team,ACF_Fiorentina
4390,city,Hamburg
4390,stadium,King_Power_Stadium
4390,season,2013
4390,manager,Suranjan_Sakurai
4391,name,Mehryar_Judi
4391,surname,Favre
4391,birthyear,1995
4391,birthplace,Amarillo
4391,position,Midfield
4391,team,Valencia_CF
4391,city,Montevideo
4391,stadium,Constant_Vanden_Stock_Stadium
4391,season,2011
4391,manager,Vagan_Smallwood
4392,name,Behcet_Liu
4392,surname,Tomii
4392,birthyear,1991
4392,birthplace,Myrtle
4392,position,Forward
4392,team,FC_Midtjylland
4392,city,Houston
4392,stadium,Stade_Louis_II
4392,season,2011
4392,manager,Mattan_Edelhoff
4393,name,Kazumiti_Pin
4393,surname,Ziavras
4393,birthyear,1980
4393,birthplace,Orange
4393,position,Defender
4393,team,New_York_Red_Bulls
4393,city,Brasilia
4393,stadium,San_Siro_Stadium
4393,season,2011
4393,manager,Atsuyuki_Jayaprakash
4394,name,Tatuo_Bongki
4394,surname,Scofield
4394,birthyear,1992
4394,birthplace,Birmingham
4394,position,Defender
4394,team,FC_Bayern_Munich
4394,city,Seattle
4394,stadium,San_Siro_Stadium
4394,season,2015
4394,manager,Atsufumi_Comparetto
4395,name,Petko_Maogang
4395,surname,Usha
4395,birthyear,1986
4395,birthplace,Nice
4395,position,Defender
4395,team,FC_Kaiserslautern
4395,city,Munich
4395,stadium,Stadio_Olimpico
4395,season,2012
4395,manager,Atsufumi_Comparetto
4396,name,Yoonjoon_Eila
4396,surname,Yannakoudakis
4396,birthyear,1996
4396,birthplace,Shannon
4396,position,Midfield
4396,team,New_York_Red_Bulls
4396,city,Solna
4396,stadium,Allianz_Arena_Olympic_Stadium_Munich
4396,season,2011
4396,manager,Atsuyuki_Jayaprakash
4397,name,Hichum_Ashok
4397,surname,Leifker
4397,birthyear,1984
4397,birthplace,Monroe
4397,position,Defender
4397,team,Forest_Green_Rovers_F.C.
4397,city,Solna
4397,stadium,Allianz_Arena_Olympic_Stadium_Munich
4397,season,2014
4397,manager,Bon_Kruiskamp
4398,name,Luitpold_Avra
4398,surname,Guyton
4398,birthyear,1981
4398,birthplace,Des
4398,position,Goalkeeper
4398,team,Valencia_CF
4398,city,Montevideo
4398,stadium,Constant_Vanden_Stock_Stadium
4398,season,2011
4398,manager,Veit_Luks
4399,name,Surapol_Yechezkel
4399,surname,Noltemeier
4399,birthyear,1984
4399,birthplace,Reno
4399,position,Midfield
4399,team,Royal_Antwerp_F.C.
4399,city,London
4399,stadium,Santiago_Bernabeu_Stadium
4399,season,2011
4399,manager,Rashi_Papadourakis
4400,name,Farshid_Zubin
4400,surname,Seppanen
4400,birthyear,1983
4400,birthplace,Washington
4400,position,Defender
4400,team,Juventus
4400,city,Salvador
4400,stadium,BMO_Field
4400,season,2015
4400,manager,Sigenobu_Bodagala
4401,name,Eleftherios_Maxwell
4401,surname,Bollman
4401,birthyear,1986
4401,birthplace,Brussels
4401,position,Defender
4401,team,Royal_Antwerp_F.C.
4401,city,London
4401,stadium,Santiago_Bernabeu_Stadium
4401,season,2011
4401,manager,Rashi_Papadourakis
4402,name,Klaus_Nicu
4402,surname,Strevell
4402,birthyear,1979
4402,birthplace,Roanoke
4402,position,Forward
4402,team,FK_Partizan
4402,city,Orlando
4402,stadium,White_Hart_Lane
4402,season,2013
4402,manager,Ryouji_Dare
4403,name,Vishwani_Konrad
4403,surname,Dingle
4403,birthyear,1983
4403,birthplace,Casper
4403,position,Defender
4403,team,Club_Atletico_Velez_Sarsfield
4403,city,Athens
4403,stadium,Stadio_Artemio_Franchi
4403,season,2014
4403,manager,Srikanth_Chimia
4404,name,Luitpold_Avra
4404,surname,Guyton
4404,birthyear,1981
4404,birthplace,Des
4404,position,Goalkeeper
4404,team,Valencia_CF
4404,city,Montevideo
4404,stadium,Constant_Vanden_Stock_Stadium
4404,season,2011
4404,manager,Veit_Luks
4405,name,Huu_Shian
4405,surname,Abraham
4405,birthyear,1988
4405,birthplace,Albuquerque
4405,position,Midfield
4405,team,Boavista_F.C.
4405,city,Naples
4405,stadium,Veltins-Arena
4405,season,2014
4405,manager,Piera_Faustini
4406,name,Rahim_Barton
4406,surname,Kawakami
4406,birthyear,1993
4406,birthplace,Billings
4406,position,Midfield
4406,team,SV_Werder_Bremen
4406,city,Barcelona
4406,stadium,Boleyn_Ground
4406,season,2014
4406,manager,Sigenobu_Bodagala
4407,name,Klaus_Nicu
4407,surname,Strevell
4407,birthyear,1979
4407,birthplace,Roanoke
4407,position,Forward
4407,team,Valencia_CF
4407,city,Montevideo
4407,stadium,Constant_Vanden_Stock_Stadium
4407,season,2011
4407,manager,Vagan_Smallwood
4408,name,Lundy_Bharathi
4408,surname,Remp
4408,birthyear,1979
4408,birthplace,Elko
4408,position,Forward
4408,team,S.C._Braga
4408,city,Gelsenkirchen
4408,stadium,Sporting_Park
4408,season,2011
4408,manager,Anupam_Oxenboll
4409,name,Errol_Cetin
4409,surname,Fabrizio
4409,birthyear,1978
4409,birthplace,Shreveport
4409,position,Goalkeeper
4409,team,Lille_OSC
4409,city,Munich
4409,stadium,Allianz_Arena_Olympic_Stadium_Munich
4409,season,2010
4409,manager,Robert_Lally
4410,name,Zicheng_Yike
4410,surname,Clark
4410,birthyear,1983
4410,birthplace,Missoula
4410,position,Defender
4410,team,Boavista_F.C.
4410,city,Naples
4410,stadium,Veltins-Arena
4410,season,2013
4410,manager,Srikanth_Chimia
4411,name,Afke_Vlad
4411,surname,Tischendorf
4411,birthyear,1997
4411,birthplace,Worcester
4411,position,Midfield
4411,team,Borussia_Monchengladbach
4411,city,Hamburg
4411,stadium,Estadio_da_Luz
4411,season,2012
4411,manager,Jeremy_Cantu
4412,name,Farzan_Jakob
4412,surname,Onaga
4412,birthyear,1988
4412,birthplace,Huntington
4412,position,Midfield
4412,team,Juventus
4412,city,Salvador
4412,stadium,BMO_Field
4412,season,2015
4412,manager,Sigenobu_Bodagala
4413,name,Graham_Kukhamay
4413,surname,McCain
4413,birthyear,1989
4413,birthplace,Barcelona
4413,position,Midfield
4413,team,A.C._Perugia_Calcio
4413,city,Solna
4413,stadium,Donbass_Arena
4413,season,2013
4413,manager,Masum_Kasprzak
4414,name,Laird_Capers
4414,surname,Aigrain
4414,birthyear,1990
4414,birthplace,Vail
4414,position,Defender
4414,team,P.a.o.k_Fc
4414,city,Tokyo
4414,stadium,BMO_Field
4414,season,2012
4414,manager,Xiaomin_Saoudi
4415,name,Pitro_Melek
4415,surname,Poulin
4415,birthyear,1975
4415,birthplace,Buffalo
4415,position,Midfield
4415,team,P.a.o.k_Fc
4415,city,Brasilia
4415,stadium,King_Power_Stadium
4415,season,2012
4415,manager,Xiaomin_Saoudi
4416,name,Gang_Vivekananda
4416,surname,Hofstetter
4416,birthyear,1983
4416,birthplace,Mobile
4416,position,Midfield
4416,team,ACF_Fiorentina
4416,city,Hamburg
4416,stadium,King_Power_Stadium
4416,season,2014
4416,manager,Aiqun_Levergood
4417,name,Murat_Luc
4417,surname,Kusakabe
4417,birthyear,1993
4417,birthplace,Cody
4417,position,Forward
4417,team,FC_Anzhi_Makhachkala
4417,city,Tokyo
4417,stadium,BMO_Field
4417,season,2013
4417,manager,Robert_Lally
4418,name,Anke_Ute
4418,surname,Weener
4418,birthyear,1995
4418,birthplace,Kiev
4418,position,Defender
4418,team,Juventus
4418,city,Salvador
4418,stadium,BMO_Field
4418,season,2012
4418,manager,IlYoung_Giese
4419,name,Boijdar_Michal
4419,surname,Yntema
4419,birthyear,1982
4419,birthplace,Beaumont
4419,position,Midfield
4419,team,Clube_de_Regatas_do_Flamengo
4419,city,Rio_de_Janeiro
4419,stadium,Stadio_Olimpico
4419,season,2013
4419,manager,Jeremy_Cantu
4420,name,Saydean_Eiichi
4420,surname,Alpuente
4420,birthyear,1983
4420,birthplace,Asheville
4420,position,Forward
4420,team,P.a.o.k_Fc
4420,city,Brasilia
4420,stadium,King_Power_Stadium
4420,season,2012
4420,manager,Sreenivas_Wohr
4421,name,Hongsing_Marla
4421,surname,Kubicka
4421,birthyear,1993
4421,birthplace,Barcelona
4421,position,Midfield
4421,team,FC_Kaiserslautern
4421,city,Munich
4421,stadium,Stadio_Olimpico
4421,season,2012
4421,manager,Atsufumi_Comparetto
4422,name,Otthein_Naftaly
4422,surname,Hogan
4422,birthyear,1976
4422,birthplace,Salvador
4422,position,Defender
4422,team,Club_Atletico_Velez_Sarsfield
4422,city,Athens
4422,stadium,Stadio_Artemio_Franchi
4422,season,2014
4422,manager,Srikanth_Chimia
4423,name,Jinsei_Ranjeev
4423,surname,Blix
4423,birthyear,1983
4423,birthplace,Cozumel
4423,position,Midfield
4423,team,Wolverhampton_Wanderers_Football_Club
4423,city,Dortmund
4423,stadium,Stadio_San_Paolo
4423,season,2013
4423,manager,Sigenobu_Bodagala
4424,name,Lorrin_Kazuki
4424,surname,Gabalda
4424,birthyear,1991
4424,birthplace,Veracruz
4424,position,Forward
4424,team,Juventus
4424,city,Salvador
4424,stadium,BMO_Field
4424,season,2010
4424,manager,Masum_Kasprzak
4425,name,Yoshitomi_Thoshiaki
4425,surname,Vafaie
4425,birthyear,1987
4425,birthplace,Tampa
4425,position,Forward
4425,team,Valencia_CF
4425,city,London
4425,stadium,Santiago_Bernabeu_Stadium
4425,season,2011
4425,manager,Vagan_Smallwood
4426,name,Renganathan_Sihai
4426,surname,Godo
4426,birthyear,1989
4426,birthplace,Baton
4426,position,Defender
4426,team,Valencia_CF
4426,city,Stuttgart
4426,stadium,Camp_Nou
4426,season,2011
4426,manager,Veit_Luks
4427,name,Daisy_Ryotaro
4427,surname,Felciano
4427,birthyear,1976
4427,birthplace,Milan
4427,position,Midfield
4427,team,Royal_Antwerp_F.C.
4427,city,London
4427,stadium,Santiago_Bernabeu_Stadium
4427,season,2011
4427,manager,Rashi_Papadourakis
4428,name,Devina_Qutaibah
4428,surname,Schloegel
4428,birthyear,1997
4428,birthplace,Charleston
4428,position,Goalkeeper
4428,team,Boavista_F.C.
4428,city,Naples
4428,stadium,Veltins-Arena
4428,season,2014
4428,manager,Torsten_Fedou
4429,name,Abhaya_Win
4429,surname,Senator
4429,birthyear,1978
4429,birthplace,El
4429,position,Defender
4429,team,Forest_Green_Rovers_F.C.
4429,city,Solna
4429,stadium,Allianz_Arena_Olympic_Stadium_Munich
4429,season,2014
4429,manager,Bon_Kruiskamp
4430,name,Sanjaya_Raed
4430,surname,Zabele
4430,birthyear,1996
4430,birthplace,Twin
4430,position,Goalkeeper
4430,team,FC_Anzhi_Makhachkala
4430,city,Tokyo
4430,stadium,BMO_Field
4430,season,2013
4430,manager,Robert_Lally
4431,name,Ludomir_Franziska
4431,surname,Hinnebusch
4431,birthyear,1989
4431,birthplace,White
4431,position,Defender
4431,team,Royal_Antwerp_F.C.
4431,city,London
4431,stadium,Santiago_Bernabeu_Stadium
4431,season,2011
4431,manager,Rashi_Papadourakis
4432,name,Ravin_Shengchang
4432,surname,Cucka
4432,birthyear,1990
4432,birthplace,San
4432,position,Defender
4432,team,Tianjin_Teda_F.C.
4432,city,Cardiff
4432,stadium,Estadio_da_Luz
4432,season,2011
4432,manager,Ryouji_Dare
4433,name,Rahim_Barton
4433,surname,Kawakami
4433,birthyear,1993
4433,birthplace,Billings
4433,position,Midfield
4433,team,SV_Werder_Bremen
4433,city,Barcelona
4433,stadium,Boleyn_Ground
4433,season,2014
4433,manager,Sigenobu_Bodagala
4434,name,Mehryar_Judi
4434,surname,Favre
4434,birthyear,1995
4434,birthplace,Amarillo
4434,position,Midfield
4434,team,VfL_Wolfsburg
4434,city,Solna
4434,stadium,Allianz_Arena_Olympic_Stadium_Munich
4434,season,2011
4434,manager,Atsufumi_Comparetto
4435,name,Devina_Qutaibah
4435,surname,Schloegel
4435,birthyear,1997
4435,birthplace,Charleston
4435,position,Goalkeeper
4435,team,Boavista_F.C.
4435,city,Naples
4435,stadium,Veltins-Arena
4435,season,2014
4435,manager,Torsten_Fedou
4436,name,Petru_Bapiraju
4436,surname,Harbison
4436,birthyear,1984
4436,birthplace,Lome
4436,position,Defender
4436,team,Club_Atletico_Velez_Sarsfield
4436,city,Athens
4436,stadium,Stadio_Artemio_Franchi
4436,season,2014
4436,manager,Srikanth_Chimia
4437,name,Munir_Sajal
4437,surname,Bottreau
4437,birthyear,1982
4437,birthplace,Charleston
4437,position,Defender
4437,team,Valencia_CF
4437,city,Montevideo
4437,stadium,Constant_Vanden_Stock_Stadium
4437,season,2011
4437,manager,Veit_Luks
4438,name,Mazin_Emeka
4438,surname,Milicia
4438,birthyear,1989
4438,birthplace,New
4438,position,Midfield
4438,team,West_Ham_United_F.C.
4438,city,Solna
4438,stadium,Balaidos
4438,season,2011
4438,manager,Jiangling_Micheaux
4439,name,Thodoros_PeiZong
4439,surname,Balfanz
4439,birthyear,1983
4439,birthplace,Indianapolis
4439,position,Forward
4439,team,FC_Midtjylland
4439,city,Houston
4439,stadium,Stade_Louis_II
4439,season,2011
4439,manager,Nabih_Rios
4440,name,Yili_Junjie
4440,surname,Walrath
4440,birthyear,1988
4440,birthplace,Beaumont
4440,position,Midfield
4440,team,The_New_Saints_F.C.
4440,city,Arlington
4440,stadium,Parc_des_Princes
4440,season,2014
4440,manager,Robbert_Flach
4441,name,Jefferson_Chenxi
4441,surname,Goss
4441,birthyear,1987
4441,birthplace,Rochester
4441,position,Defender
4441,team,P.a.o.k_Fc
4441,city,Brasilia
4441,stadium,King_Power_Stadium
4441,season,2012
4441,manager,Xiaomin_Saoudi
4442,name,Lundy_Bharathi
4442,surname,Remp
4442,birthyear,1979
4442,birthplace,Elko
4442,position,Forward
4442,team,S.C._Braga
4442,city,Gelsenkirchen
4442,stadium,Sporting_Park
4442,season,2011
4442,manager,Anupam_Oxenboll
4443,name,Rastislav_Stevo
4443,surname,Bellosta
4443,birthyear,1976
4443,birthplace,Cozumel
4443,position,Midfield
4443,team,The_New_Saints_F.C.
4443,city,Arlington
4443,stadium,Parc_des_Princes
4443,season,2012
4443,manager,Mayan_Tautenhahn
4444,name,Sahrah_Kimon
4444,surname,Muluszynski
4444,birthyear,1991
4444,birthplace,Gainesville
4444,position,Goalkeeper
4444,team,Wolverhampton_Wanderers_Football_Club
4444,city,Glasgow
4444,stadium,Emirates_Stadium
4444,season,2013
4444,manager,Sigenobu_Bodagala
4445,name,Rahim_Barton
4445,surname,Kawakami
4445,birthyear,1993
4445,birthplace,Billings
4445,position,Midfield
4445,team,SV_Werder_Bremen
4445,city,Barcelona
4445,stadium,Boleyn_Ground
4445,season,2014
4445,manager,Sigenobu_Bodagala
4446,name,Gongzhu_Youngmok
4446,surname,Kubicar
4446,birthyear,1979
4446,birthplace,Warsaw
4446,position,Midfield
4446,team,Delfino_Pescara_1936
4446,city,Orlando
4446,stadium,King_Power_Stadium
4446,season,2012
4446,manager,Robbert_Flach
4447,name,Shunge_Wop
4447,surname,Latch
4447,birthyear,1982
4447,birthplace,Guatemala
4447,position,Forward
4447,team,ACF_Fiorentina
4447,city,Hamburg
4447,stadium,King_Power_Stadium
4447,season,2014
4447,manager,Aiqun_Levergood
4448,name,Alper_Ehud
4448,surname,Lichnewsky
4448,birthyear,1988
4448,birthplace,Ontario
4448,position,Goalkeeper
4448,team,Valencia_CF
4448,city,Stuttgart
4448,stadium,Camp_Nou
4448,season,2011
4448,manager,Veit_Luks
4449,name,Ichiang_Hanan
4449,surname,Kappner
4449,birthyear,1993
4449,birthplace,Lyon
4449,position,Goalkeeper
4449,team,Seattle_Sounders
4449,city,Dortmund
4449,stadium,Stadio_San_Paolo
4449,season,2011
4449,manager,Aiqun_Levergood
4450,name,Abdalla_Susannne
4450,surname,Hoare
4450,birthyear,1982
4450,birthplace,Gulfport
4450,position,Midfield
4450,team,Valencia_CF
4450,city,Montevideo
4450,stadium,Constant_Vanden_Stock_Stadium
4450,season,2011
4450,manager,Veit_Luks
4451,name,Alper_Ehud
4451,surname,Lichnewsky
4451,birthyear,1988
4451,birthplace,Ontario
4451,position,Goalkeeper
4451,team,Valencia_CF
4451,city,Stuttgart
4451,stadium,Camp_Nou
4451,season,2011
4451,manager,Veit_Luks
4452,name,Maggie_Zhiqiang
4452,surname,Dabipi
4452,birthyear,1980
4452,birthplace,La
4452,position,Goalkeeper
4452,team,SV_Werder_Bremen
4452,city,Barcelona
4452,stadium,Boleyn_Ground
4452,season,2014
4452,manager,Sigenobu_Bodagala
4453,name,Otthein_Naftaly
4453,surname,Hogan
4453,birthyear,1976
4453,birthplace,Salvador
4453,position,Midfield
4453,team,FC_Dinamo_Bucuresti
4453,city,Hamburg
4453,stadium,Amsterdam_Arena
4453,season,2013
4453,manager,Mattan_Edelhoff
4454,name,Catherina_Loan
4454,surname,Kolvik
4454,birthyear,1980
4454,birthplace,Killeen
4454,position,Defender
4454,team,Forest_Green_Rovers_F.C.
4454,city,Solna
4454,stadium,Allianz_Arena_Olympic_Stadium_Munich
4454,season,2012
4454,manager,Srikanth_Chimia
4455,name,Ruck_Williams
4455,surname,Leenaerts
4455,birthyear,1995
4455,birthplace,Nice
4455,position,Midfield
4455,team,Grasshopper_Club_Zurich
4455,city,Moscow
4455,stadium,Gerhard_Hanappi_Stadium
4455,season,2015
4455,manager,Olavi_Gurd
4456,name,Cherri_Toshiaki
4456,surname,Musselman
4456,birthyear,1984
4456,birthplace,Valdosta
