,0,1,2,3
17466,COL f_name VAL Norival COL l_name VAL Panwar COL gender VAL M COL area_code VAL 802 COL phone VAL 163-5009 COL city VAL SOUTH RYEGATE COL state VAL NJ COL zip VAL 5069 COL marital_status VAL M COL has_child VAL Y COL salary VAL 20000 COL rate VAL 3.6 COL single_exemp VAL 0-* COL married_exemp VAL 6600 COL child_exemp VAL 3300 ,COL single_exemp VAL 0-* ,1,single_exemp
40495,COL f_name VAL E'gil COL l_name VAL Vorc''h COL gender VAL M COL area_code VAL 843 COL phone VAL 628-3360 COL city VAL SENECA COL state VAL SC COL zip VAL 29672 COL marital_status VAL S COL has_child VAL N COL salary VAL 40000 COL rate VAL 7.0 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL E'gil ,0,f_name
40550,COL f_name VAL Sei''ichi COL l_name VAL Hapanyengwi COL gender VAL F COL area_code VAL 401 COL phone VAL 480-3482 COL city VAL PROVIDENCE COL state VAL RI COL zip VAL 2909 COL marital_status VAL S COL has_child VAL N COL salary VAL 25000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0-* ,1,single_exemp
25641,COL f_name VAL Mitsuhiro COL l_name VAL Radivojevic COL gender VAL M COL area_code VAL 409 COL phone VAL 493-7878 COL city VAL PINELAND COL state VAL TX COL zip VAL 1907 COL marital_status VAL M COL has_child VAL Y COL salary VAL 100000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL PINELAND ,0,city
29928,COL f_name VAL Mohamed COL l_name VAL Alpuente COL gender VAL M COL area_code VAL 907 COL phone VAL 421-4453 COL city VAL OUZINKIE COL state VAL AK-* COL zip VAL 99644 COL marital_status VAL S COL has_child VAL N COL salary VAL 10000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL state VAL AK-* ,1,state
37580,COL f_name VAL Ramamohanrao COL l_name VAL O''Donoghue COL gender VAL F COL area_code VAL 401 COL phone VAL 914-6512 COL city VAL SHANNOCK COL state VAL RI COL zip VAL 2875 COL marital_status VAL S COL has_child VAL Y COL salary VAL 20000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0-* ,1,single_exemp
28851,COL f_name VAL Claudionor COL l_name VAL Ciardo COL gender VAL F COL area_code VAL 907 COL phone VAL 309-8955 COL city VAL GAKONA COL state VAL AK COL zip VAL 99586 COL marital_status VAL S COL has_child VAL N COL salary VAL 85000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL single_exemp VAL 0 ,0,single_exemp
30850,COL f_name VAL Pame''la COL l_name VAL Aronsson COL gender VAL M COL area_code VAL 907 COL phone VAL 815-7217 COL city VAL ANCHORAGE COL state VAL AK COL zip VAL 99517 COL marital_status VAL M COL has_child VAL N COL salary VAL 80000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL f_name VAL Pame''la ,1,f_name
29504,COL f_name VAL Sigmund COL l_name VAL Cras''ke COL gender VAL M COL area_code VAL 907 COL phone VAL 298-6874 COL city VAL SHAKTOOLIK COL state VAL AK COL zip VAL 99771 COL marital_status VAL M COL has_child VAL N COL salary VAL 20000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL l_name VAL Cras''ke ,1,l_name
13655,COL f_name VAL Baosheng COL l_name VAL Perelgut COL gender VAL M COL area_code VAL 208 COL phone VAL 112-1894 COL city VAL DAYTON COL state VAL AR COL zip VAL 83232 COL marital_status VAL S COL has_child VAL N COL salary VAL 5000 COL rate VAL 2.6903439 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL AR ,0,state
20913,COL f_name VAL Fosca COL l_name VAL Peng COL gender VAL M COL area_code VAL 256 COL phone VAL 116-1595 COL city VAL DADEVILLE COL state VAL AL COL zip VAL 36853 COL marital_status VAL M COL has_child VAL N COL salary VAL 70000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 1500 ,0,single_exemp
11755,COL f_name VAL G'ada COL l_name VAL Ebanks COL gender VAL F COL area_code VAL 505 COL phone VAL 117-7749 COL city VAL ALBUQUERQUE COL state VAL NM COL zip VAL 1907 COL marital_status VAL S COL has_child VAL Y COL salary VAL 55000 COL rate VAL 5.3 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 3300 ,COL f_name VAL G'ada ,0,f_name
39742,COL f_name VAL Ruslan COL l_name VAL Mimpen COL gender VAL M COL area_code VAL 907 COL phone VAL 328-7706 COL city VAL ANCHORAGE COL state VAL AK COL zip VAL 99518 COL marital_status VAL M COL has_child VAL N COL salary VAL 45000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL child_exemp VAL 0-* ,1,child_exemp
5800,COL f_name VAL Kewal COL l_name VAL d''Abreu COL gender VAL M COL area_code VAL 415 COL phone VAL 896-6296 COL city VAL NORWALK COL state VAL CA COL zip VAL 90652 COL marital_status VAL M COL has_child VAL N COL salary VAL 35000 COL rate VAL 7.7709284 COL single_exemp VAL 0 COL married_exemp VAL 174 COL child_exemp VAL 0-* ,COL child_exemp VAL 0-* ,1,child_exemp
11526,COL f_name VAL ''Ashoka COL l_name VAL Dratva COL gender VAL F COL area_code VAL 801 COL phone VAL 979-4438 COL city VAL SALT LAKE CITY COL state VAL UT COL zip VAL 1907 COL marital_status VAL M COL has_child VAL Y COL salary VAL 40000 COL rate VAL 7.0 COL single_exemp VAL 0 COL married_exemp VAL 4950 COL child_exemp VAL 2475 ,COL f_name VAL ''Ashoka ,1,f_name
23287,COL f_name VAL Na''el COL l_name VAL Adomavici'us COL gender VAL F COL area_code VAL 202 COL phone VAL 170-2931 COL city VAL PARCEL RETURN SERVICE COL state VAL DC COL zip VAL 56945 COL marital_status VAL S COL has_child VAL N COL salary VAL 5000 COL rate VAL 4.5 COL single_exemp VAL 1370 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL l_name VAL Adomavici'us ,0,l_name
2840,COL f_name VAL Daron COL l_name VAL D''Ambra COL gender VAL F COL area_code VAL 520 COL phone VAL 465-2979 COL city VAL GLENDALE COL state VAL AZ-* COL zip VAL 85306 COL marital_status VAL M COL has_child VAL N COL salary VAL 50000 COL rate VAL 3.49 COL single_exemp VAL 0 COL married_exemp VAL 4200 COL child_exemp VAL 0 ,COL state VAL AZ-* ,1,state
20714,COL f_name VAL Kilnam COL l_name VAL ''Dissmann COL gender VAL F COL area_code VAL 205 COL phone VAL 189-7994 COL city VAL SAMANTHA COL state VAL AL COL zip VAL 35482 COL marital_status VAL M COL has_child VAL Y COL salary VAL 20000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 300 ,COL l_name VAL ''Dissmann ,1,l_name
22488,COL f_name VAL ''Merav COL l_name VAL d''Alcantara COL gender VAL F COL area_code VAL 971 COL phone VAL 265-5071 COL city VAL BEAVERTON COL state VAL OR COL zip VAL 97008 COL marital_status VAL S COL has_child VAL Y COL salary VAL 30000 COL rate VAL 9.0 COL single_exemp VAL 159 COL married_exemp VAL 0 COL child_exemp VAL 159 ,COL f_name VAL ''Merav ,1,f_name
39300,COL f_name VAL Gunvant COL l_name VAL Kolvik COL gender VAL F COL area_code VAL 907 COL phone VAL 627-4168 COL city VAL NOORVIK COL state VAL AK-* COL zip VAL 99763 COL marital_status VAL M COL has_child VAL N COL salary VAL 15000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL AK-* ,1,state
13644,COL f_name VAL Yardena COL l_name VAL Lovato COL gender VAL M COL area_code VAL 775 COL phone VAL 710-7256 COL city VAL CARSON CITY COL state VAL AR COL zip VAL 89701 COL marital_status VAL S COL has_child VAL N COL salary VAL 60000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0-* ,1,single_exemp
27946,COL f_name VAL Verlyn COL l_name VAL d''Abreu COL gender VAL F COL area_code VAL 832 COL phone VAL 630-5904 COL city VAL BEASLEY COL state VAL TX-* COL zip VAL 77417 COL marital_status VAL S COL has_child VAL N COL salary VAL 35000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL TX-* ,1,state
26172,COL f_name VAL Hungse COL l_name VAL Picton COL gender VAL M COL area_code VAL 401 COL phone VAL 300-8893 COL city VAL WARWICK COL state VAL RI COL zip VAL 1907 COL marital_status VAL S COL has_child VAL N COL salary VAL 50000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0-* ,1,single_exemp
12606,COL f_name VAL Guhan COL l_name VAL R''aghavendra COL gender VAL M COL area_code VAL 207 COL phone VAL 773-9513 COL city VAL CROUSEVILLE COL state VAL ME COL zip VAL 1907 COL marital_status VAL M COL has_child VAL Y COL salary VAL 50000 COL rate VAL 8.5 COL single_exemp VAL 0 COL married_exemp VAL 5700 COL child_exemp VAL 2850 ,COL l_name VAL R''aghavendra ,1,l_name
5131,COL f_name VAL Yana COL l_name VAL O''Callaghan COL gender VAL F COL area_code VAL 208 COL phone VAL 562-5562 COL city VAL SAGLE COL state VAL ID COL zip VAL 83860 COL marital_status VAL S COL has_child VAL N COL salary VAL 20000 COL rate VAL 6.948391 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL ID ,0,state
16589,COL f_name VAL Candy COL l_name VAL Tannenbaum COL gender VAL F COL area_code VAL 802 COL phone VAL 631-3517 COL city VAL EAST FAIRFIELD COL state VAL NJ COL zip VAL 5448 COL marital_status VAL M COL has_child VAL Y COL salary VAL 10000 COL rate VAL 3.6 COL single_exemp VAL 0 COL married_exemp VAL 6600 COL child_exemp VAL 3300 ,COL city VAL EAST FAIRFIELD ,0,city
15549,COL f_name VAL Zeev COL l_name VAL Smallbone COL gender VAL M COL area_code VAL 847 COL phone VAL 740-4097 COL city VAL ELIZABETHTOWN COL state VAL AR COL zip VAL 62931 COL marital_status VAL S COL has_child VAL N COL salary VAL 75000 COL rate VAL 3.0 COL single_exemp VAL 2000 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL ELIZABETHTOWN ,0,city
1691,COL f_name VAL Its''hak COL l_name VAL Nassif COL gender VAL F COL area_code VAL 928 COL phone VAL 954-3611 COL city VAL CORTARO COL state VAL AZ COL zip VAL 85652 COL marital_status VAL M COL has_child VAL Y COL salary VAL 45000 COL rate VAL 3.4125 COL single_exemp VAL 0 COL married_exemp VAL 4200 COL child_exemp VAL 2300 ,COL city VAL CORTARO ,0,city
18390,COL f_name VAL Brailey COL l_name VAL Birtle COL gender VAL M COL area_code VAL 256 COL phone VAL 555-1360 COL city VAL FACKLER COL state VAL AL COL zip VAL 35746 COL marital_status VAL S COL has_child VAL N COL salary VAL 95000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 300-* ,COL child_exemp VAL 300-* ,1,child_exemp
38535,COL f_name VAL St'efaan COL l_name VAL D''Ambra COL gender VAL F COL area_code VAL 978 COL phone VAL 978-5728 COL city VAL KINGSTON COL state VAL MA COL zip VAL 2364 COL marital_status VAL S COL has_child VAL N COL salary VAL 70000 COL rate VAL 5.3 COL single_exemp VAL 3575 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL St'efaan ,0,f_name
5872,COL f_name VAL ''Ramachendra COL l_name VAL Give''on COL gender VAL F COL area_code VAL 580 COL phone VAL 663-7472 COL city VAL OKLAHOMA CITY COL state VAL OK COL zip VAL 73179 COL marital_status VAL M COL has_child VAL N COL salary VAL 30000 COL rate VAL 6.25 COL single_exemp VAL 0 COL married_exemp VAL 2000 COL child_exemp VAL 0 ,COL f_name VAL ''Ramachendra ,1,f_name
19167,COL f_name VAL F'elex COL l_name VAL Mynatt COL gender VAL F COL area_code VAL 907 COL phone VAL 297-9780 COL city VAL ANCHORAGE COL state VAL AK-* COL zip VAL 99524 COL marital_status VAL M COL has_child VAL Y COL salary VAL 70000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL F'elex ,0,f_name
29421,COL f_name VAL Mikael COL l_name VAL Kumaran COL gender VAL M COL area_code VAL 907 COL phone VAL 573-9159 COL city VAL WRANGELL COL state VAL AK COL zip VAL 99929 COL marital_status VAL S COL has_child VAL N COL salary VAL 30000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL single_exemp VAL 0 ,0,single_exemp
27463,COL f_name VAL Zhi'xing COL l_name VAL Wadey COL gender VAL M COL area_code VAL 308 COL phone VAL 805-2001 COL city VAL ARCADIA-* COL state VAL NE COL zip VAL 68815 COL marital_status VAL M COL has_child VAL N COL salary VAL 55000 COL rate VAL 6.84 COL single_exemp VAL 0 COL married_exemp VAL 206 COL child_exemp VAL 0 ,COL f_name VAL Zhi'xing ,0,f_name
18002,COL f_name VAL Magnus COL l_name VAL Damy COL gender VAL F COL area_code VAL 330 COL phone VAL 543-7816 COL city VAL COLUMBUS-* COL state VAL AR COL zip VAL 43231 COL marital_status VAL S COL has_child VAL Y COL salary VAL 100000 COL rate VAL 3.8655128 COL single_exemp VAL 1300 COL married_exemp VAL 0 COL child_exemp VAL 1300 ,COL city VAL COLUMBUS-* ,1,city
39053,COL f_name VAL Patrik COL l_name VAL Romein COL gender VAL M COL area_code VAL 907 COL phone VAL 108-1179 COL city VAL RAMPART COL state VAL AK COL zip VAL 99767 COL marital_status VAL M COL has_child VAL N COL salary VAL 95000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL child_exemp VAL 0 ,0,child_exemp
14508,COL f_name VAL Hillol COL l_name VAL Sessa COL gender VAL F COL area_code VAL 906 COL phone VAL 837-7980 COL city VAL CRYSTAL FALLS COL state VAL AR COL zip VAL 49920 COL marital_status VAL S COL has_child VAL N COL salary VAL 40000 COL rate VAL 3.9 COL single_exemp VAL 3100-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 3100-* ,1,single_exemp
26702,COL f_name VAL Baio COL l_name VAL Fouquere COL gender VAL F COL area_code VAL 302 COL phone VAL 115-1317 COL city VAL WILMINGTON COL state VAL DE COL zip VAL 1907 COL marital_status VAL S COL has_child VAL N COL salary VAL 55000 COL rate VAL 5.609091 COL single_exemp VAL 110 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL child_exemp VAL 0-* ,1,child_exemp
29870,COL f_name VAL Jayadev COL l_name VAL Tuecke COL gender VAL F COL area_code VAL 907 COL phone VAL 626-2512 COL city VAL TWO RIVERS COL state VAL AK COL zip VAL 99716 COL marital_status VAL M COL has_child VAL N COL salary VAL 75000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL single_exemp VAL 0-* ,1,single_exemp
17404,COL f_name VAL Marita COL l_name VAL Rothe COL gender VAL M COL area_code VAL 480 COL phone VAL 878-6720 COL city VAL SELIGMAN COL state VAL NJ-* COL zip VAL 86337 COL marital_status VAL S COL has_child VAL Y COL salary VAL 65000 COL rate VAL 3.7224998 COL single_exemp VAL 2100 COL married_exemp VAL 0 COL child_exemp VAL 2300 ,COL state VAL NJ-* ,1,state
5818,COL f_name VAL Santanu COL l_name VAL L''Ecuyer COL gender VAL F COL area_code VAL 361 COL phone VAL 119-8918 COL city VAL SABINE PASS COL state VAL TX COL zip VAL 77655 COL marital_status VAL S COL has_child VAL N COL salary VAL 55000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0-* ,1,single_exemp
9842,COL f_name VAL Roopa COL l_name VAL Kipper COL gender VAL M COL area_code VAL 205 COL phone VAL 127-5417 COL city VAL FLORALA COL state VAL AL COL zip VAL 36442 COL marital_status VAL S COL has_child VAL N COL salary VAL 30000 COL rate VAL 5.0 COL single_exemp VAL 1500-* COL married_exemp VAL 0 COL child_exemp VAL 300 ,COL single_exemp VAL 1500-* ,1,single_exemp
10646,COL f_name VAL Rakefet COL l_name VAL Fraysse COL gender VAL F COL area_code VAL 253 COL phone VAL 548-9943 COL city VAL FEDERAL WAY COL state VAL WA COL zip VAL 1907 COL marital_status VAL M COL has_child VAL Y COL salary VAL 20000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0-* ,1,single_exemp
29762,COL f_name VAL Ken''ichi COL l_name VAL B''uchter COL gender VAL M COL area_code VAL 208 COL phone VAL 829-6406 COL city VAL BOISE COL state VAL ID COL zip VAL 83724 COL marital_status VAL M COL has_child VAL Y COL salary VAL 30000 COL rate VAL 7.8 COL single_exemp VAL 0 COL married_exemp VAL 6600 COL child_exemp VAL 3300 ,COL l_name VAL B''uchter ,1,l_name
39947,COL f_name VAL Remigijus COL l_name VAL D''Hondt COL gender VAL M COL area_code VAL 304 COL phone VAL 430-7537 COL city VAL BREEDEN COL state VAL WV COL zip VAL 25666 COL marital_status VAL S COL has_child VAL Y COL salary VAL 75000 COL rate VAL 6.5 COL single_exemp VAL 2000 COL married_exemp VAL 0 COL child_exemp VAL 2000 ,COL city VAL BREEDEN ,0,city
28422,COL f_name VAL ''Yana COL l_name VAL O''Callaghan COL gender VAL F COL area_code VAL 208 COL phone VAL 562-5562 COL city VAL SAGLE COL state VAL ID COL zip VAL 83860 COL marital_status VAL S COL has_child VAL N COL salary VAL 20000 COL rate VAL 6.948391 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL ''Yana ,1,f_name
19037,COL f_name VAL Sumali COL l_name VAL Delgano COL gender VAL M COL area_code VAL 251 COL phone VAL 467-8068 COL city VAL RIVER FALLS COL state VAL AL COL zip VAL 36476 COL marital_status VAL S COL has_child VAL N COL salary VAL 5000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 300 ,COL state VAL AL ,0,state
1452,COL f_name VAL Its''hak COL l_name VAL Rosendahl COL gender VAL F COL area_code VAL 406 COL phone VAL 520-2161 COL city VAL WISDOM COL state VAL MT-* COL zip VAL 59761 COL marital_status VAL M COL has_child VAL Y COL salary VAL 50000 COL rate VAL 6.9 COL single_exemp VAL 0 COL married_exemp VAL 3800 COL child_exemp VAL 1900 ,COL state VAL MT-* ,1,state
17261,COL f_name VAL Melissa COL l_name VAL Alpuente COL gender VAL F COL area_code VAL 787 COL phone VAL 447-7458 COL city VAL LAS MARIAS COL state VAL NJ COL zip VAL 670 COL marital_status VAL M COL has_child VAL Y COL salary VAL 80000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL NJ ,0,state
2440,COL f_name VAL Irs''hak COL l_name VAL Iwanska COL gender VAL M COL area_code VAL 701 COL phone VAL 495-2060 COL city VAL WASHBURN COL state VAL ND-* COL zip VAL 58577 COL marital_status VAL M COL has_child VAL Y COL salary VAL 35000 COL rate VAL 2.161439 COL single_exemp VAL 0 COL married_exemp VAL 6600 COL child_exemp VAL 3300 ,COL state VAL ND-* ,1,state
5104,COL f_name VAL Celine COL l_name VAL Zhil''tzova COL gender VAL M COL area_code VAL 616 COL phone VAL 654-3339 COL city VAL LANSING COL state VAL MI COL zip VAL 48917 COL marital_status VAL S COL has_child VAL Y COL salary VAL 80000 COL rate VAL 3.9 COL single_exemp VAL 3100 COL married_exemp VAL 0 COL child_exemp VAL 3100-* ,COL child_exemp VAL 3100-* ,1,child_exemp
35637,COL f_name VAL Mara COL l_name VAL O'dberg COL gender VAL F COL area_code VAL 920 COL phone VAL 265-8139 COL city VAL ARCADIA-* COL state VAL WI COL zip VAL 54612 COL marital_status VAL S COL has_child VAL Y COL salary VAL 5000 COL rate VAL 4.6 COL single_exemp VAL 700 COL married_exemp VAL 0 COL child_exemp VAL 400 ,COL l_name VAL O'dberg ,0,l_name
27921,COL f_name VAL Deepika COL l_name VAL O''Reagan COL gender VAL M COL area_code VAL 605 COL phone VAL 940-6861 COL city VAL CANOVA COL state VAL SD COL zip VAL 57321 COL marital_status VAL M COL has_child VAL Y COL salary VAL 100000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL child_exemp VAL 0 ,0,child_exemp
25691,COL f_name VAL Hira COL l_name VAL Aucsmith COL gender VAL M COL area_code VAL 209 COL phone VAL 737-1572 COL city VAL SAN FRANCISCO COL state VAL CA COL zip VAL 1907 COL marital_status VAL S COL has_child VAL N COL salary VAL 5000 COL rate VAL 1.0 COL single_exemp VAL 87 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL CA ,0,state
20023,COL f_name VAL Buenaventura COL l_name VAL Lenhof COL gender VAL M COL area_code VAL 205 COL phone VAL 183-2681 COL city VAL HUNTSVILLE COL state VAL AL COL zip VAL 35803 COL marital_status VAL M COL has_child VAL N COL salary VAL 60000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 300 ,COL city VAL HUNTSVILLE ,0,city
3596,COL f_name VAL Houm''an COL l_name VAL D''Agostino COL gender VAL F COL area_code VAL 307 COL phone VAL 690-9572 COL city VAL ROBERTSON COL state VAL WY COL zip VAL 82944 COL marital_status VAL S COL has_child VAL N COL salary VAL 50000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL Houm''an ,1,f_name
12958,COL f_name VAL Hirokazu COL l_name VAL Riel COL gender VAL M COL area_code VAL 256 COL phone VAL 972-7082 COL city VAL BELK COL state VAL AL COL zip VAL 35545 COL marital_status VAL S COL has_child VAL N COL salary VAL 65000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 300-* ,COL child_exemp VAL 300-* ,1,child_exemp
26259,COL f_name VAL Francesca COL l_name VAL Quinet COL gender VAL F COL area_code VAL 212 COL phone VAL 934-2056 COL city VAL BEDFORD HILLS COL state VAL NY COL zip VAL 1907 COL marital_status VAL S COL has_child VAL N COL salary VAL 35000 COL rate VAL 4.1564026 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL child_exemp VAL 0 ,0,child_exemp
12776,COL f_name VAL M''Lissa COL l_name VAL Veldes COL gender VAL M COL area_code VAL 510 COL phone VAL 846-5631 COL city VAL SAN JOSE COL state VAL CA COL zip VAL 95157 COL marital_status VAL M COL has_child VAL Y COL salary VAL 15000 COL rate VAL 3.0493855 COL single_exemp VAL 0 COL married_exemp VAL 174 COL child_exemp VAL 272-* ,COL child_exemp VAL 272-* ,1,child_exemp
16504,COL f_name VAL Wan COL l_name VAL Maierhofer COL gender VAL M COL area_code VAL 480 COL phone VAL 410-6223 COL city VAL TUBAC-* COL state VAL NJ COL zip VAL 85646 COL marital_status VAL M COL has_child VAL Y COL salary VAL 85000 COL rate VAL 4.0325 COL single_exemp VAL 0 COL married_exemp VAL 4200 COL child_exemp VAL 2300 ,COL city VAL TUBAC-* ,1,city
36710,COL f_name VAL Vasilios COL l_name VAL Valenzano COL gender VAL F COL area_code VAL 907 COL phone VAL 499-7873 COL city VAL EGEGIK COL state VAL AK-* COL zip VAL 99579 COL marital_status VAL M COL has_child VAL N COL salary VAL 70000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL AK-* ,1,state
13445,COL f_name VAL Ginger COL l_name VAL Dasu COL gender VAL F COL area_code VAL 302 COL phone VAL 373-6728 COL city VAL CLAYMONT COL state VAL AR COL zip VAL 19703 COL marital_status VAL S COL has_child VAL N COL salary VAL 5000 COL rate VAL 2.2 COL single_exemp VAL 110 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL child_exemp VAL 0 ,0,child_exemp
28522,COL f_name VAL Pra''bhaker COL l_name VAL Adalal COL gender VAL M COL area_code VAL 907 COL phone VAL 839-8178 COL city VAL SUTTON COL state VAL AK COL zip VAL 99674 COL marital_status VAL S COL has_child VAL N COL salary VAL 50000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL f_name VAL Pra''bhaker ,1,f_name
26898,COL f_name VAL Vaishnavi COL l_name VAL d''Acierno COL gender VAL M COL area_code VAL 620 COL phone VAL 634-1094 COL city VAL OLATHE COL state VAL KS COL zip VAL 66062 COL marital_status VAL M COL has_child VAL N COL salary VAL 70000 COL rate VAL 6.45 COL single_exemp VAL 0-* COL married_exemp VAL 4500 COL child_exemp VAL 0 ,COL single_exemp VAL 0-* ,1,single_exemp
33011,COL f_name VAL Sava COL l_name VAL Dorlin'g COL gender VAL M COL area_code VAL 608 COL phone VAL 620-6720 COL city VAL ARCADIA-* COL state VAL WI COL zip VAL 54612 COL marital_status VAL M COL has_child VAL N COL salary VAL 30000 COL rate VAL 4.967658 COL single_exemp VAL 0 COL married_exemp VAL 1400 COL child_exemp VAL 0 ,COL l_name VAL Dorlin'g ,0,l_name
3950,COL f_name VAL Margus COL l_name VAL D''Auria COL gender VAL F COL area_code VAL 252 COL phone VAL 313-5017 COL city VAL GRANITE FALLS COL state VAL NC-* COL zip VAL 28630 COL marital_status VAL S COL has_child VAL Y COL salary VAL 85000 COL rate VAL 7.515734 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 3300 ,COL state VAL NC-* ,1,state
34648,COL f_name VAL Yanghee COL l_name VAL Vorc''h COL gender VAL F COL area_code VAL 814 COL phone VAL 200-8997 COL city VAL CHESTER-* COL state VAL PA COL zip VAL 19013 COL marital_status VAL M COL has_child VAL Y COL salary VAL 60000 COL rate VAL 3.07 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL CHESTER-* ,1,city
36321,COL f_name VAL Na''el COL l_name VAL MacGinnes COL gender VAL F COL area_code VAL 720 COL phone VAL 780-4968 COL city VAL MOFFAT COL state VAL CO COL zip VAL 81143 COL marital_status VAL S COL has_child VAL N COL salary VAL 45000 COL rate VAL 4.63 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0 ,0,single_exemp
37828,COL f_name VAL Kavi COL l_name VAL Ozery COL gender VAL M COL area_code VAL 907 COL phone VAL 534-8981 COL city VAL JUNEAU-* COL state VAL AK COL zip VAL 99850 COL marital_status VAL M COL has_child VAL Y COL salary VAL 35000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL JUNEAU-* ,1,city
29693,COL f_name VAL 'Sourav COL l_name VAL Dairiki COL gender VAL M COL area_code VAL 907 COL phone VAL 460-5949 COL city VAL UNALASKA COL state VAL AK COL zip VAL 99685 COL marital_status VAL M COL has_child VAL N COL salary VAL 40000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL f_name VAL 'Sourav ,0,f_name
