,0,1,2,3
23406,COL f_name VAL Upen COL l_name VAL O''Callaghan COL gender VAL F COL area_code VAL 203 COL phone VAL 707-2258 COL city VAL TORRINGTON COL state VAL CT COL zip VAL 6790 COL marital_status VAL S COL has_child VAL N COL salary VAL 100000 COL rate VAL 5.0 COL single_exemp VAL 12750 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL child_exemp VAL 0-* ,1,child_exemp
36144,COL f_name VAL He''iko COL l_name VAL Chute COL gender VAL M COL area_code VAL 573 COL phone VAL 509-8458 COL city VAL APPLETON CITY-* COL state VAL MO COL zip VAL 64724 COL marital_status VAL M COL has_child VAL N COL salary VAL 85000 COL rate VAL 6.0 COL single_exemp VAL 0 COL married_exemp VAL 4200 COL child_exemp VAL 0 ,COL f_name VAL He''iko ,1,f_name
21401,COL f_name VAL Dihua COL l_name VAL D''Auria COL gender VAL M COL area_code VAL 602 COL phone VAL 860-4329 COL city VAL TEMPE COL state VAL AZ COL zip VAL 85284 COL marital_status VAL S COL has_child VAL Y COL salary VAL 30000 COL rate VAL 3.1799998 COL single_exemp VAL 2100 COL married_exemp VAL 0 COL child_exemp VAL 2300 ,COL city VAL TEMPE ,0,city
19110,COL f_name VAL Lad''an COL l_name VAL d''Astous COL gender VAL F COL area_code VAL 660 COL phone VAL 997-2887 COL city VAL SAINT LOUIS COL state VAL MO COL zip VAL 63122 COL marital_status VAL S COL has_child VAL N COL salary VAL 55000 COL rate VAL 6.0 COL single_exemp VAL 2100 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL Lad''an ,1,f_name
36375,COL f_name VAL Yoo'n COL l_name VAL O''Donoghue COL gender VAL F COL area_code VAL 907 COL phone VAL 888-7516 COL city VAL EEK COL state VAL AK COL zip VAL 99578 COL marital_status VAL S COL has_child VAL N COL salary VAL 15000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL Yoo'n ,0,f_name
16796,COL f_name VAL Fan COL l_name VAL McFarlin COL gender VAL M COL area_code VAL 661 COL phone VAL 837-6555 COL city VAL SALINAS COL state VAL NJ COL zip VAL 93902 COL marital_status VAL M COL has_child VAL Y COL salary VAL 95000 COL rate VAL 9.3 COL single_exemp VAL 0 COL married_exemp VAL 174 COL child_exemp VAL 272-* ,COL child_exemp VAL 272-* ,1,child_exemp
18638,COL f_name VAL Pedro COL l_name VAL Har''iharan COL gender VAL M COL area_code VAL 251 COL phone VAL 387-1552 COL city VAL HOLLINS COL state VAL AL COL zip VAL 35082 COL marital_status VAL S COL has_child VAL N COL salary VAL 90000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 300 ,COL l_name VAL Har''iharan ,1,l_name
13470,COL f_name VAL Roseli COL l_name VAL Mankof''f COL gender VAL M COL area_code VAL 605 COL phone VAL 825-8697 COL city VAL REVA COL state VAL AR COL zip VAL 57651 COL marital_status VAL S COL has_child VAL N COL salary VAL 80000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL l_name VAL Mankof''f ,1,l_name
36168,COL f_name VAL Palle COL l_name VAL Rekhter COL gender VAL M COL area_code VAL 907 COL phone VAL 854-1964 COL city VAL ANCHORAGE-* COL state VAL AK-* COL zip VAL 99530 COL marital_status VAL S COL has_child VAL Y COL salary VAL 50000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL ANCHORAGE-* ,1,city
17972,COL f_name VAL Windsor COL l_name VAL Murli COL gender VAL F COL area_code VAL 775 COL phone VAL 432-3756 COL city VAL GERLACH COL state VAL AR COL zip VAL 89412 COL marital_status VAL S COL has_child VAL N COL salary VAL 55000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL child_exemp VAL 0-* ,1,child_exemp
37378,COL f_name VAL Teresa COL l_name VAL McKinney COL gender VAL M COL area_code VAL 907 COL phone VAL 548-9992 COL city VAL ANAKTUVUK PASS-* COL state VAL AK COL zip VAL 99721 COL marital_status VAL M COL has_child VAL N COL salary VAL 45000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL ANAKTUVUK PASS-* ,1,city
5979,COL f_name VAL Fun COL l_name VAL O''Hallaron COL gender VAL F COL area_code VAL 256 COL phone VAL 875-4983 COL city VAL RANDOLPH COL state VAL AL COL zip VAL 36792 COL marital_status VAL M COL has_child VAL N COL salary VAL 70000 COL rate VAL 5.0 COL single_exemp VAL 0 COL married_exemp VAL 3000 COL child_exemp VAL 0 ,COL single_exemp VAL 0 ,0,single_exemp
10596,COL f_name VAL Renata COL l_name VAL Ruohonen COL gender VAL M COL area_code VAL 712 COL phone VAL 338-8276 COL city VAL GREENVILLE COL state VAL IA-* COL zip VAL 1907 COL marital_status VAL S COL has_child VAL Y COL salary VAL 50000 COL rate VAL 7.8829904 COL single_exemp VAL 40 COL married_exemp VAL 0 COL child_exemp VAL 40 ,COL state VAL IA-* ,1,state
29046,COL f_name VAL Kahlil COL l_name VAL Widjojo COL gender VAL F COL area_code VAL 907 COL phone VAL 956-9425 COL city VAL HOONAH-* COL state VAL AK COL zip VAL 99829 COL marital_status VAL S COL has_child VAL N COL salary VAL 80000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL city VAL HOONAH-* ,1,city
39821,COL f_name VAL Bowden COL l_name VAL Wittlich COL gender VAL M COL area_code VAL 337 COL phone VAL 250-3278 COL city VAL ARCADIA-* COL state VAL LA COL zip VAL 71001 COL marital_status VAL S COL has_child VAL N COL salary VAL 50000 COL rate VAL 6.0 COL single_exemp VAL 4500 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 4500 ,0,single_exemp
21692,COL f_name VAL Changjie COL l_name VAL Martindale COL gender VAL M COL area_code VAL 251 COL phone VAL 841-2757 COL city VAL VANDIVER-* COL state VAL AL COL zip VAL 35176 COL marital_status VAL M COL has_child VAL N COL salary VAL 30000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL VANDIVER-* ,1,city
11785,COL f_name VAL Rance COL l_name VAL Becraft COL gender VAL M COL area_code VAL 406 COL phone VAL 400-7102 COL city VAL HELENA COL state VAL MT COL zip VAL 1907 COL marital_status VAL S COL has_child VAL N COL salary VAL 75000 COL rate VAL 6.9 COL single_exemp VAL 1900 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL MT ,0,state
24753,COL f_name VAL Eenjan COL l_name VAL Schalk COL gender VAL F COL area_code VAL 607 COL phone VAL 521-4800 COL city VAL PALENVILLE COL state VAL NY COL zip VAL 1907 COL marital_status VAL M COL has_child VAL N COL salary VAL 55000 COL rate VAL 4.272256 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL PALENVILLE ,0,city
6851,COL f_name VAL Vivan COL l_name VAL d''Inverno COL gender VAL M COL area_code VAL 203 COL phone VAL 529-3599 COL city VAL WINDSOR COL state VAL CT COL zip VAL 6006 COL marital_status VAL M COL has_child VAL N COL salary VAL 10000 COL rate VAL  COL single_exemp VAL 0 COL married_exemp VAL 24500 COL child_exemp VAL 0 ,COL child_exemp VAL 0 ,0,child_exemp
19881,COL f_name VAL Chris COL l_name VAL Gool COL gender VAL M COL area_code VAL 205 COL phone VAL 163-9556 COL city VAL MUSCADINE COL state VAL AL COL zip VAL 36269 COL marital_status VAL M COL has_child VAL N COL salary VAL 35000 COL rate VAL 5.0 COL single_exemp VAL 0 COL married_exemp VAL 3000 COL child_exemp VAL 300 ,COL state VAL AL ,0,state
20577,COL f_name VAL Jialin COL l_name VAL Oestreicher COL gender VAL M COL area_code VAL 205 COL phone VAL 478-6867 COL city VAL TUSCALOOSA COL state VAL AL COL zip VAL 35401 COL marital_status VAL M COL has_child VAL N COL salary VAL 85000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL AL ,0,state
30378,COL f_name VAL Xiangjun COL l_name VAL Oberhuber COL gender VAL F COL area_code VAL 918 COL phone VAL 489-4924 COL city VAL ARCADIA-* COL state VAL OK COL zip VAL 73007 COL marital_status VAL S COL has_child VAL Y COL salary VAL 65000 COL rate VAL 6.25 COL single_exemp VAL 1000 COL married_exemp VAL 0 COL child_exemp VAL 1000-* ,COL child_exemp VAL 1000-* ,1,child_exemp
37991,COL f_name VAL Yong COL l_name VAL D''Amiano COL gender VAL F COL area_code VAL 302 COL phone VAL 504-3162 COL city VAL WILMINGTON COL state VAL DE COL zip VAL 19884 COL marital_status VAL M COL has_child VAL Y COL salary VAL 80000 COL rate VAL 5.95 COL single_exemp VAL 0 COL married_exemp VAL 220 COL child_exemp VAL 110 ,COL single_exemp VAL 0 ,0,single_exemp
1524,COL f_name VAL Shun''ichi COL l_name VAL Silcott COL gender VAL F COL area_code VAL 712 COL phone VAL 792-5071 COL city VAL SAINT PAUL COL state VAL IA COL zip VAL 52657 COL marital_status VAL S COL has_child VAL N COL salary VAL 55000 COL rate VAL 8.65488 COL single_exemp VAL 40-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 40-* ,1,single_exemp
26060,COL f_name VAL Ruizao COL l_name VAL Thielscher COL gender VAL F COL area_code VAL 559 COL phone VAL 250-5636 COL city VAL SIERRA MADRE-* COL state VAL CA COL zip VAL 1907 COL marital_status VAL M COL has_child VAL N COL salary VAL 65000 COL rate VAL 9.3 COL single_exemp VAL 0 COL married_exemp VAL 174 COL child_exemp VAL 0 ,COL city VAL SIERRA MADRE-* ,1,city
17425,COL f_name VAL Stefen COL l_name VAL Koblic'k COL gender VAL F COL area_code VAL 580 COL phone VAL 995-7601 COL city VAL TULSA COL state VAL NJ COL zip VAL 74121 COL marital_status VAL M COL has_child VAL Y COL salary VAL 30000 COL rate VAL 6.25 COL single_exemp VAL 0 COL married_exemp VAL 2000 COL child_exemp VAL 1000 ,COL l_name VAL Koblic'k ,0,l_name
1190,COL f_name VAL Ken''ichi COL l_name VAL Luukkainen COL gender VAL M COL area_code VAL 603 COL phone VAL 821-5558 COL city VAL MARLBOROUGH-* COL state VAL NH COL zip VAL 3455 COL marital_status VAL S COL has_child VAL N COL salary VAL 90000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL MARLBOROUGH-* ,1,city
482,COL f_name VAL M''Lissa COL l_name VAL Dargam COL gender VAL M COL area_code VAL 816 COL phone VAL 369-6118 COL city VAL FREEBURG COL state VAL MO-* COL zip VAL 65035 COL marital_status VAL S COL has_child VAL Y COL salary VAL 35000 COL rate VAL 6.0 COL single_exemp VAL 2100 COL married_exemp VAL 0 COL child_exemp VAL 1200 ,COL state VAL MO-* ,1,state
10223,COL f_name VAL Marshall COL l_name VAL Moze'ico COL gender VAL M COL area_code VAL 205 COL phone VAL 785-5179 COL city VAL BIRMINGHAM COL state VAL AL COL zip VAL 35206 COL marital_status VAL M COL has_child VAL N COL salary VAL 80000 COL rate VAL 5.0 COL single_exemp VAL 0 COL married_exemp VAL 3000 COL child_exemp VAL 300 ,COL l_name VAL Moze'ico ,0,l_name
18733,COL f_name VAL Hing COL l_name VAL Llado COL gender VAL M COL area_code VAL 208 COL phone VAL 506-5952 COL city VAL ARBON-* COL state VAL ID COL zip VAL 83212 COL marital_status VAL M COL has_child VAL Y COL salary VAL 75000 COL rate VAL 7.8 COL single_exemp VAL 0 COL married_exemp VAL 6600 COL child_exemp VAL 3300 ,COL state VAL ID ,0,state
25675,COL f_name VAL Guoping COL l_name VAL L'eivant COL gender VAL F COL area_code VAL 228 COL phone VAL 394-8050 COL city VAL BIG CREEK COL state VAL MS COL zip VAL 1907 COL marital_status VAL M COL has_child VAL Y COL salary VAL 5000 COL rate VAL 3.0 COL single_exemp VAL 0 COL married_exemp VAL 12000 COL child_exemp VAL 1500 ,COL l_name VAL L'eivant ,0,l_name
18766,COL f_name VAL Hirotoshi COL l_name VAL Shumilov COL gender VAL F COL area_code VAL 251 COL phone VAL 587-6449 COL city VAL REPTON-* COL state VAL AL COL zip VAL 36475 COL marital_status VAL S COL has_child VAL N COL salary VAL 15000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 300 ,COL city VAL REPTON-* ,1,city
17231,COL f_name VAL Vivia'n COL l_name VAL Fischetti COL gender VAL F COL area_code VAL 240 COL phone VAL 766-4416 COL city VAL FRUITLAND COL state VAL NJ COL zip VAL 21826 COL marital_status VAL S COL has_child VAL Y COL salary VAL 80000 COL rate VAL 4.75 COL single_exemp VAL 2400 COL married_exemp VAL 0 COL child_exemp VAL 2400 ,COL f_name VAL Vivia'n ,0,f_name
12469,COL f_name VAL Sahibsingh COL l_name VAL Gluchowski COL gender VAL F COL area_code VAL 907 COL phone VAL 212-7975 COL city VAL NOME COL state VAL AK COL zip VAL 1907 COL marital_status VAL M COL has_child VAL Y COL salary VAL 95000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0 ,0,single_exemp
5834,COL f_name VAL Kazutoshi COL l_name VAL D''Hont COL gender VAL M COL area_code VAL 337 COL phone VAL 814-1796 COL city VAL ATLANTA-* COL state VAL LA COL zip VAL 71404 COL marital_status VAL S COL has_child VAL N COL salary VAL 65000 COL rate VAL 6.0 COL single_exemp VAL 4500 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL ATLANTA-* ,1,city
17813,COL f_name VAL Haixun COL l_name VAL Schmerl COL gender VAL F COL area_code VAL 208 COL phone VAL 416-8870 COL city VAL GIBBONSVILLE COL state VAL NJ COL zip VAL 83463 COL marital_status VAL M COL has_child VAL Y COL salary VAL 100000 COL rate VAL 7.8 COL single_exemp VAL 0 COL married_exemp VAL 6600 COL child_exemp VAL 3300 ,COL state VAL NJ ,0,state
38961,COL f_name VAL Berhard COL l_name VAL O''Boyle COL gender VAL M COL area_code VAL 325 COL phone VAL 902-2318 COL city VAL EAGLE PASS COL state VAL TX COL zip VAL 78852 COL marital_status VAL S COL has_child VAL N COL salary VAL 20000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0 ,0,single_exemp
14863,COL f_name VAL Taizan COL l_name VAL Bedna'rek COL gender VAL M COL area_code VAL 843 COL phone VAL 700-6876 COL city VAL JOHNS ISLAND COL state VAL NJ COL zip VAL 29455 COL marital_status VAL M COL has_child VAL Y COL salary VAL 15000 COL rate VAL 7.0 COL single_exemp VAL 0 COL married_exemp VAL 6600 COL child_exemp VAL 3300 ,COL l_name VAL Bedna'rek ,0,l_name
2759,COL f_name VAL Yennun COL l_name VAL O''Donoghue COL gender VAL F COL area_code VAL 208 COL phone VAL 518-6174 COL city VAL CARMEN COL state VAL ID COL zip VAL 83462 COL marital_status VAL M COL has_child VAL N COL salary VAL 85000 COL rate VAL 7.8 COL single_exemp VAL 0 COL married_exemp VAL 6600 COL child_exemp VAL 0 ,COL city VAL CARMEN ,0,city
31893,COL f_name VAL Hareton COL l_name VAL Colgate COL gender VAL M COL area_code VAL 907 COL phone VAL 784-9402 COL city VAL ANCHORAGE COL state VAL AK-* COL zip VAL 99518 COL marital_status VAL S COL has_child VAL Y COL salary VAL 40000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL ANCHORAGE ,0,city
3018,COL f_name VAL Darryl COL l_name VAL d''Argence COL gender VAL F COL area_code VAL 410 COL phone VAL 540-2771 COL city VAL FULTON-* COL state VAL MD COL zip VAL 20759 COL marital_status VAL M COL has_child VAL N COL salary VAL 30000 COL rate VAL 4.75 COL single_exemp VAL 0 COL married_exemp VAL 4800 COL child_exemp VAL 0 ,COL city VAL FULTON-* ,1,city
31566,COL f_name VAL Goodwin COL l_name VAL Govert COL gender VAL F COL area_code VAL 907 COL phone VAL 744-7735 COL city VAL JUNEAU COL state VAL AK COL zip VAL 99811 COL marital_status VAL M COL has_child VAL N COL salary VAL 15000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL single_exemp VAL 0-* ,1,single_exemp
37586,COL f_name VAL Liping COL l_name VAL Deer''wester COL gender VAL M COL area_code VAL 907 COL phone VAL 475-4423 COL city VAL KIVALINA COL state VAL AK COL zip VAL 99750 COL marital_status VAL M COL has_child VAL N COL salary VAL 25000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL l_name VAL Deer''wester ,1,l_name
36621,COL f_name VAL Saleem COL l_name VAL Huxford COL gender VAL M COL area_code VAL 907 COL phone VAL 321-1837 COL city VAL ANCHORAGE COL state VAL AK-* COL zip VAL 99520 COL marital_status VAL S COL has_child VAL N COL salary VAL 20000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 0 ,0,single_exemp
26484,COL f_name VAL Ram COL l_name VAL Negoita COL gender VAL M COL area_code VAL 251 COL phone VAL 983-9507 COL city VAL HUNTSVILLE COL state VAL AL COL zip VAL 1907 COL marital_status VAL S COL has_child VAL Y COL salary VAL 5000 COL rate VAL 5.0 COL single_exemp VAL 1500-* COL married_exemp VAL 0 COL child_exemp VAL 300 ,COL single_exemp VAL 1500-* ,1,single_exemp
30074,COL f_name VAL Shun''ichi COL l_name VAL Yadrick COL gender VAL F COL area_code VAL 662 COL phone VAL 428-2584 COL city VAL DUCK HILL-* COL state VAL MS COL zip VAL 38925 COL marital_status VAL M COL has_child VAL Y COL salary VAL 20000 COL rate VAL 5.0 COL single_exemp VAL 0 COL married_exemp VAL 12000 COL child_exemp VAL 1500 ,COL city VAL DUCK HILL-* ,1,city
1183,COL f_name VAL Ra''ed COL l_name VAL Jutla COL gender VAL F COL area_code VAL 812 COL phone VAL 700-9444 COL city VAL SHEPARDSVILLE COL state VAL IN COL zip VAL 47880 COL marital_status VAL S COL has_child VAL Y COL salary VAL 85000 COL rate VAL 3.4 COL single_exemp VAL 1000 COL married_exemp VAL 0 COL child_exemp VAL 1000 ,COL state VAL IN ,0,state
39332,COL f_name VAL Graham COL l_name VAL Muirhead COL gender VAL M COL area_code VAL 907 COL phone VAL 482-7829 COL city VAL FAIRBANKS COL state VAL AK COL zip VAL 99711 COL marital_status VAL M COL has_child VAL N COL salary VAL 5000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL child_exemp VAL 0-* ,1,child_exemp
39185,COL f_name VAL Gr'itta COL l_name VAL Yaku COL gender VAL F COL area_code VAL 907 COL phone VAL 701-3452 COL city VAL NOME COL state VAL AK COL zip VAL 99762 COL marital_status VAL M COL has_child VAL Y COL salary VAL 75000 COL rate VAL 0.0 COL single_exemp VAL 0-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL f_name VAL Gr'itta ,0,f_name
11622,COL f_name VAL Lil''y COL l_name VAL Luther COL gender VAL M COL area_code VAL 808 COL phone VAL 644-3404 COL city VAL NAALEHU COL state VAL HI COL zip VAL 1907 COL marital_status VAL M COL has_child VAL Y COL salary VAL 65000 COL rate VAL 8.25 COL single_exemp VAL 0 COL married_exemp VAL 2080 COL child_exemp VAL 1040 ,COL f_name VAL Lil''y ,1,f_name
38957,COL f_name VAL Berhard COL l_name VAL O''Boyle COL gender VAL M COL area_code VAL 325 COL phone VAL 902-2318 COL city VAL EAGLE PASS COL state VAL TX COL zip VAL 78852 COL marital_status VAL S COL has_child VAL N COL salary VAL 20000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL city VAL EAGLE PASS ,0,city
20209,COL f_name VAL Tania COL l_name VAL Broggi COL gender VAL M COL area_code VAL 251 COL phone VAL 936-9931 COL city VAL FAYETTE COL state VAL AL COL zip VAL 35555 COL marital_status VAL M COL has_child VAL N COL salary VAL 45000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 1500 ,0,single_exemp
915,COL f_name VAL Shin''ichi COL l_name VAL Rohlicek COL gender VAL M COL area_code VAL 701 COL phone VAL 596-1556 COL city VAL MICHIGAN COL state VAL ND COL zip VAL 58259 COL marital_status VAL M COL has_child VAL Y COL salary VAL 90000 COL rate VAL 2.7990127 COL single_exemp VAL 0 COL married_exemp VAL 6600 COL child_exemp VAL 3300 ,COL single_exemp VAL 0 ,0,single_exemp
15051,COL f_name VAL Ildiko COL l_name VAL Speyerer COL gender VAL F COL area_code VAL 206 COL phone VAL 468-6334 COL city VAL LONGVIEW COL state VAL NJ COL zip VAL 98632 COL marital_status VAL S COL has_child VAL Y COL salary VAL 50000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL child_exemp VAL 0 ,0,child_exemp
39161,COL f_name VAL Clelia COL l_name VAL O''Reagan COL gender VAL F COL area_code VAL 304 COL phone VAL 476-1235 COL city VAL BELVA COL state VAL WV COL zip VAL 26656 COL marital_status VAL S COL has_child VAL N COL salary VAL 75000 COL rate VAL 6.5 COL single_exemp VAL 2000 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 2000 ,0,single_exemp
8160,COL f_name VAL Erika COL l_name VAL d''Astous COL gender VAL F COL area_code VAL 417 COL phone VAL 896-9786 COL city VAL WENTWORTH-* COL state VAL MO COL zip VAL 64873 COL marital_status VAL S COL has_child VAL Y COL salary VAL 90000 COL rate VAL 6.0 COL single_exemp VAL 2100 COL married_exemp VAL 0 COL child_exemp VAL 1200 ,COL city VAL WENTWORTH-* ,1,city
5659,COL f_name VAL Antonis COL l_name VAL O''Young COL gender VAL M COL area_code VAL 913 COL phone VAL 218-1443 COL city VAL MC CRACKEN COL state VAL KS COL zip VAL 67556 COL marital_status VAL M COL has_child VAL Y COL salary VAL 15000 COL rate VAL 3.5 COL single_exemp VAL 0 COL married_exemp VAL 4500 COL child_exemp VAL 2250 ,COL state VAL KS ,0,state
25062,COL f_name VAL Lim COL l_name VAL Bandur''ski COL gender VAL F COL area_code VAL 504 COL phone VAL 665-6907 COL city VAL PINE GROVE COL state VAL LA COL zip VAL 1907 COL marital_status VAL S COL has_child VAL N COL salary VAL 50000 COL rate VAL 6.0 COL single_exemp VAL 4500 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL l_name VAL Bandur''ski ,1,l_name
8569,COL f_name VAL 'Wagdy COL l_name VAL Vorc''h COL gender VAL M COL area_code VAL 508 COL phone VAL 147-9317 COL city VAL PLAINVILLE COL state VAL MA COL zip VAL 2762 COL marital_status VAL M COL has_child VAL N COL salary VAL 45000 COL rate VAL 5.3 COL single_exemp VAL 0 COL married_exemp VAL 7150 COL child_exemp VAL 0 ,COL f_name VAL 'Wagdy ,0,f_name
1215,COL f_name VAL Shun''ichi COL l_name VAL Clouse COL gender VAL F COL area_code VAL 207 COL phone VAL 402-6588 COL city VAL PHILLIPS COL state VAL ME COL zip VAL 4966 COL marital_status VAL M COL has_child VAL Y COL salary VAL 30000 COL rate VAL 8.5 COL single_exemp VAL 0 COL married_exemp VAL 5700 COL child_exemp VAL 2850 ,COL single_exemp VAL 0 ,0,single_exemp
29497,COL f_name VAL Turgut COL l_name VAL Warnock COL gender VAL F COL area_code VAL 907 COL phone VAL 434-7754 COL city VAL KENAI COL state VAL AK COL zip VAL 99611 COL marital_status VAL S COL has_child VAL N COL salary VAL 15000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0-* ,COL city VAL KENAI ,0,city
16442,COL f_name VAL Hiralal COL l_name VAL Ghalwa''sh COL gender VAL F COL area_code VAL 603 COL phone VAL 504-9280 COL city VAL NEW HAMPTON COL state VAL NJ COL zip VAL 3256 COL marital_status VAL M COL has_child VAL Y COL salary VAL 85000 COL rate VAL 0.0 COL single_exemp VAL 0 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL l_name VAL Ghalwa''sh ,1,l_name
12394,COL f_name VAL Gregor COL l_name VAL Zabel COL gender VAL M COL area_code VAL 417 COL phone VAL 900-8028 COL city VAL BRECKENRIDGE COL state VAL MO-* COL zip VAL 1907 COL marital_status VAL S COL has_child VAL Y COL salary VAL 75000 COL rate VAL 6.0 COL single_exemp VAL 2100 COL married_exemp VAL 0 COL child_exemp VAL 1200 ,COL state VAL MO-* ,1,state
37781,COL f_name VAL Minghui COL l_name VAL Give''on COL gender VAL M COL area_code VAL 308 COL phone VAL 635-6893 COL city VAL OMAHA COL state VAL NE COL zip VAL 68101 COL marital_status VAL S COL has_child VAL N COL salary VAL 75000 COL rate VAL 6.84 COL single_exemp VAL 103 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 103 ,0,single_exemp
40499,COL f_name VAL Egil COL l_name VAL Vorc''h COL gender VAL M COL area_code VAL 843 COL phone VAL 628-3360 COL city VAL SENECA COL state VAL SC COL zip VAL 29672 COL marital_status VAL S COL has_child VAL N COL salary VAL 40000 COL rate VAL 7.0 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL state VAL SC ,0,state
2890,COL f_name VAL Jurjen COL l_name VAL D''Hooge COL gender VAL F COL area_code VAL 334 COL phone VAL 487-4131 COL city VAL MOBILE COL state VAL AL-* COL zip VAL 36690 COL marital_status VAL S COL has_child VAL N COL salary VAL 85000 COL rate VAL 5.0 COL single_exemp VAL 1500 COL married_exemp VAL 0 COL child_exemp VAL 300 ,COL state VAL AL-* ,1,state
17550,COL f_name VAL Weiru COL l_name VAL Lally COL gender VAL F COL area_code VAL 808 COL phone VAL 841-8115 COL city VAL KAUNAKAKAI COL state VAL AR COL zip VAL 96748 COL marital_status VAL S COL has_child VAL N COL salary VAL 50000 COL rate VAL 8.25 COL single_exemp VAL 1040-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 1040-* ,1,single_exemp
15498,COL f_name VAL Lea COL l_name VAL Min''or COL gender VAL F COL area_code VAL 505 COL phone VAL 992-7848 COL city VAL ARTESIA COL state VAL NJ COL zip VAL 88211 COL marital_status VAL S COL has_child VAL Y COL salary VAL 70000 COL rate VAL 5.3 COL single_exemp VAL 3300 COL married_exemp VAL 0 COL child_exemp VAL 3300 ,COL l_name VAL Min''or ,1,l_name
5192,COL f_name VAL Mostefa COL l_name VAL Ugol''nikov COL gender VAL M COL area_code VAL 309 COL phone VAL 568-8992 COL city VAL ROLLING MEADOWS COL state VAL IL COL zip VAL 60008 COL marital_status VAL S COL has_child VAL N COL salary VAL 90000 COL rate VAL 3.0 COL single_exemp VAL 2000-* COL married_exemp VAL 0 COL child_exemp VAL 0 ,COL single_exemp VAL 2000-* ,1,single_exemp
11921,COL f_name VAL Tarek COL l_name VAL Lanzelotte COL gender VAL F COL area_code VAL 276 COL phone VAL 861-3696 COL city VAL CHARLOTTESVILLE COL state VAL VA COL zip VAL 1907 COL marital_status VAL M COL has_child VAL N COL salary VAL 45000 COL rate VAL 5.75 COL single_exemp VAL 0 COL married_exemp VAL 1800 COL child_exemp VAL 0 ,COL child_exemp VAL 0 ,0,child_exemp
